Time (UTC);Open;High;Low;Close;Volume 
2025.11.03 00:53:00;1,93907;1,9391;1,93906;1,9391;52,8
2025.11.03 00:54:00;1,9391;1,93913;1,93909;1,9391;73,92
2025.11.03 00:55:00;1,93917;1,93917;1,93912;1,93915;84,48
2025.11.03 00:56:00;1,93914;1,93914;1,93907;1,93907;95,04
2025.11.03 00:57:00;1,93906;1,93914;1,93906;1,93914;89,76
2025.11.03 00:58:00;1,93913;1,93914;1,93911;1,93914;21,12
2025.11.03 00:59:00;1,93917;1,93922;1,93908;1,93917;142,56
2025.11.03 01:00:00;1,93917;1,93939;1,93917;1,9393;237,6
2025.11.03 01:01:00;1,93929;1,93929;1,93916;1,93921;137,28
2025.11.03 01:02:00;1,93922;1,93926;1,93916;1,93917;116,16
2025.11.03 01:03:00;1,93917;1,93939;1,93917;1,93936;147,84
2025.11.03 01:04:00;1,93939;1,93954;1,93939;1,93954;126,72
2025.11.03 01:05:00;1,93953;1,93957;1,93921;1,93927;179,52
2025.11.03 01:06:00;1,93928;1,93954;1,93927;1,93953;158,4
2025.11.03 01:07:00;1,93954;1,93962;1,93947;1,93961;184,8
2025.11.03 01:08:00;1,93957;1,9396;1,93949;1,93951;147,84
2025.11.03 01:09:00;1,93954;1,93966;1,93953;1,9396;153,12
2025.11.03 01:10:00;1,93961;1,93968;1,93953;1,93955;163,68
2025.11.03 01:11:00;1,9395;1,9395;1,93938;1,93938;105,6
2025.11.03 01:12:00;1,9394;1,93943;1,93936;1,93942;126,72
2025.11.03 01:13:00;1,93942;1,93956;1,93936;1,93955;95,04
2025.11.03 01:14:00;1,93954;1,9397;1,93934;1,93942;174,24
2025.11.03 01:15:00;1,93944;1,93944;1,93888;1,93892;448,8
2025.11.03 01:16:00;1,93892;1,93904;1,93888;1,93888;237,6
2025.11.03 01:17:00;1,93887;1,93894;1,93869;1,93869;205,92
2025.11.03 01:18:00;1,93872;1,93909;1,93872;1,93908;153,12
2025.11.03 01:19:00;1,93906;1,93919;1,939;1,93915;221,76
2025.11.03 01:20:00;1,93917;1,93919;1,93893;1,93902;179,52
2025.11.03 01:21:00;1,93903;1,93929;1,93896;1,93924;200,64
2025.11.03 01:22:00;1,93926;1,93941;1,93924;1,93941;147,84
2025.11.03 01:23:00;1,9394;1,93941;1,93931;1,93931;163,68
2025.11.03 01:24:00;1,93932;1,93948;1,93931;1,93948;116,16
2025.11.03 01:25:00;1,93948;1,93948;1,93935;1,93941;142,56
2025.11.03 01:26:00;1,93942;1,93945;1,93941;1,93945;105,6
2025.11.03 01:27:00;1,93944;1,93951;1,93944;1,93951;142,56
2025.11.03 01:28:00;1,93952;1,93952;1,93942;1,93948;121,44
2025.11.03 01:29:00;1,93948;1,9395;1,93941;1,93941;110,88
2025.11.03 01:30:00;1,93939;1,93949;1,93936;1,93937;147,84
2025.11.03 01:31:00;1,93936;1,93943;1,93929;1,93939;179,52
2025.11.03 01:32:00;1,93938;1,93938;1,93928;1,93929;142,56
2025.11.03 01:33:00;1,9393;1,93937;1,93921;1,93921;132
2025.11.03 01:34:00;1,93921;1,93921;1,93886;1,93887;174,24
2025.11.03 01:35:00;1,9389;1,93894;1,93878;1,93881;158,4
2025.11.03 01:36:00;1,9388;1,93882;1,93865;1,93875;184,8
2025.11.03 01:37:00;1,93874;1,93889;1,93874;1,93887;137,28
2025.11.03 01:38:00;1,93884;1,93889;1,93878;1,93886;121,44
2025.11.03 01:39:00;1,93888;1,93889;1,93885;1,93889;100,32
2025.11.03 01:40:00;1,93889;1,93918;1,93889;1,93915;190,08
2025.11.03 01:41:00;1,93915;1,93923;1,93906;1,93906;158,4
2025.11.03 01:42:00;1,93906;1,93908;1,93902;1,93908;105,6
2025.11.03 01:43:00;1,93908;1,93919;1,93907;1,93912;110,88
2025.11.03 01:44:00;1,93911;1,93918;1,93911;1,93911;121,44
2025.11.03 01:45:00;1,93912;1,93919;1,93908;1,93909;132
2025.11.03 01:46:00;1,93908;1,93908;1,93903;1,93904;116,16
2025.11.03 01:47:00;1,93903;1,93913;1,93901;1,93912;79,2
2025.11.03 01:48:00;1,93913;1,9392;1,93909;1,93911;105,6
2025.11.03 01:49:00;1,93911;1,93911;1,93894;1,93908;137,28
2025.11.03 01:50:00;1,93908;1,93916;1,93898;1,93911;158,4
2025.11.03 01:51:00;1,9391;1,9391;1,9389;1,93891;132
2025.11.03 01:52:00;1,93887;1,93898;1,93879;1,93898;147,84
2025.11.03 01:53:00;1,93898;1,93908;1,93894;1,93894;121,44
2025.11.03 01:54:00;1,93894;1,93894;1,93878;1,93878;126,72
2025.11.03 01:55:00;1,93877;1,93881;1,93874;1,93875;84,48
2025.11.03 01:56:00;1,93874;1,93877;1,9387;1,93875;110,88
2025.11.03 01:57:00;1,93874;1,93879;1,93874;1,93879;68,64
2025.11.03 01:58:00;1,9388;1,9388;1,93864;1,93865;110,88
2025.11.03 01:59:00;1,93864;1,93877;1,93858;1,93877;158,4
2025.11.03 02:00:00;1,93877;1,93878;1,93859;1,93878;147,84
2025.11.03 02:01:00;1,93875;1,9388;1,93872;1,93872;116,16
2025.11.03 02:02:00;1,93872;1,93872;1,93863;1,93871;137,28
2025.11.03 02:03:00;1,93871;1,93871;1,93853;1,93853;137,28
2025.11.03 02:04:00;1,93852;1,93853;1,93847;1,93849;126,72
2025.11.03 02:05:00;1,93849;1,9385;1,93845;1,9385;95,04
2025.11.03 02:06:00;1,93852;1,93852;1,93839;1,93839;132
2025.11.03 02:07:00;1,93836;1,93836;1,93828;1,93832;126,72
2025.11.03 02:08:00;1,93834;1,93837;1,9382;1,93825;147,84
2025.11.03 02:09:00;1,93826;1,93826;1,93809;1,93812;132
2025.11.03 02:10:00;1,93813;1,93826;1,9381;1,93826;132
2025.11.03 02:11:00;1,93827;1,9383;1,93822;1,93822;105,6
2025.11.03 02:12:00;1,93822;1,93829;1,93822;1,93828;105,6
2025.11.03 02:13:00;1,93828;1,93828;1,93813;1,93813;142,56
2025.11.03 02:14:00;1,93814;1,93828;1,9381;1,93817;195,36
2025.11.03 02:15:00;1,93816;1,93816;1,938;1,93811;110,88
2025.11.03 02:16:00;1,93809;1,9381;1,93794;1,93794;147,84
2025.11.03 02:17:00;1,93795;1,93801;1,93792;1,93795;221,76
2025.11.03 02:18:00;1,93797;1,93798;1,93792;1,93795;137,28
2025.11.03 02:19:00;1,93795;1,93797;1,93791;1,93796;105,6
2025.11.03 02:20:00;1,93795;1,93795;1,93791;1,93793;110,88
2025.11.03 02:21:00;1,93793;1,93808;1,93793;1,93803;137,28
2025.11.03 02:22:00;1,93801;1,93813;1,93801;1,93811;137,28
2025.11.03 02:23:00;1,93814;1,93819;1,93811;1,93819;100,32
2025.11.03 02:24:00;1,9382;1,9382;1,93812;1,93812;89,76
2025.11.03 02:25:00;1,93811;1,93811;1,93801;1,93803;105,6
2025.11.03 02:26:00;1,93802;1,93806;1,93801;1,93804;79,2
2025.11.03 02:27:00;1,93803;1,93803;1,93782;1,93783;110,88
2025.11.03 02:28:00;1,93782;1,93792;1,93782;1,93792;121,44
2025.11.03 02:29:00;1,93792;1,93803;1,93792;1,93803;137,28
2025.11.03 02:30:00;1,93803;1,93808;1,93802;1,93808;68,64
2025.11.03 02:31:00;1,93807;1,93809;1,93787;1,93801;137,28
2025.11.03 02:32:00;1,938;1,93806;1,938;1,93805;89,76
2025.11.03 02:33:00;1,93806;1,93807;1,93798;1,93802;100,32
2025.11.03 02:34:00;1,93803;1,93803;1,93795;1,93803;116,16
2025.11.03 02:35:00;1,93803;1,93806;1,93803;1,93806;47,52
2025.11.03 02:36:00;1,93812;1,93832;1,93812;1,93827;153,12
2025.11.03 02:37:00;1,93828;1,93831;1,93826;1,9383;137,28
2025.11.03 02:38:00;1,93829;1,9383;1,93824;1,93829;137,28
2025.11.03 02:39:00;1,93831;1,93833;1,93826;1,93832;110,88
2025.11.03 02:40:00;1,93833;1,93834;1,93819;1,93819;126,72
2025.11.03 02:41:00;1,9382;1,9382;1,93816;1,9382;89,76
2025.11.03 02:42:00;1,9382;1,93823;1,93815;1,9382;126,72
2025.11.03 02:43:00;1,93819;1,93821;1,93816;1,93816;100,32
2025.11.03 02:44:00;1,93816;1,93816;1,93804;1,93805;126,72
2025.11.03 02:45:00;1,93806;1,93817;1,93806;1,93817;95,04
2025.11.03 02:46:00;1,93817;1,93817;1,93814;1,93814;52,8
2025.11.03 02:47:00;1,93813;1,93813;1,93803;1,93804;84,48
2025.11.03 02:48:00;1,93803;1,9381;1,93801;1,93809;105,6
2025.11.03 02:49:00;1,93809;1,93811;1,93808;1,93809;79,2
2025.11.03 02:50:00;1,93811;1,93811;1,93807;1,93808;95,04
2025.11.03 02:51:00;1,93808;1,93811;1,93808;1,9381;84,48
2025.11.03 02:52:00;1,9381;1,9381;1,93806;1,93806;63,36
2025.11.03 02:53:00;1,93807;1,93809;1,93806;1,93809;52,8
2025.11.03 02:54:00;1,93809;1,9381;1,93809;1,9381;52,8
2025.11.03 02:55:00;1,93809;1,9381;1,93797;1,93802;110,88
2025.11.03 02:56:00;1,93804;1,93809;1,93803;1,93807;68,64
2025.11.03 02:57:00;1,93807;1,93807;1,93801;1,93804;84,48
2025.11.03 02:58:00;1,93804;1,93808;1,93803;1,93808;116,16
2025.11.03 02:59:00;1,93807;1,93811;1,93807;1,93807;84,48
2025.11.03 03:00:00;1,93806;1,93807;1,93802;1,93807;84,48
2025.11.03 03:01:00;1,93806;1,93809;1,93803;1,93803;79,2
2025.11.03 03:02:00;1,93804;1,9381;1,93804;1,93809;73,92
2025.11.03 03:03:00;1,93809;1,93813;1,93809;1,93813;73,92
2025.11.03 03:04:00;1,93812;1,93812;1,9381;1,93812;68,64
2025.11.03 03:05:00;1,93812;1,93816;1,93812;1,93816;73,92
2025.11.03 03:06:00;1,93816;1,93819;1,93808;1,93809;105,6
2025.11.03 03:07:00;1,9381;1,93814;1,93809;1,93814;68,64
2025.11.03 03:08:00;1,93815;1,9382;1,93815;1,9382;36,96
2025.11.03 03:09:00;1,93822;1,93822;1,93808;1,93808;116,16
2025.11.03 03:10:00;1,93809;1,93812;1,93809;1,93811;63,36
2025.11.03 03:11:00;1,93812;1,93822;1,93812;1,9382;73,92
2025.11.03 03:12:00;1,9382;1,93844;1,9382;1,93842;110,88
2025.11.03 03:13:00;1,9384;1,93842;1,93832;1,93838;110,88
2025.11.03 03:14:00;1,93839;1,93839;1,93832;1,93832;73,92
2025.11.03 03:15:00;1,93832;1,93832;1,93831;1,93831;42,24
2025.11.03 03:16:00;1,93831;1,93833;1,93831;1,93832;36,96
2025.11.03 03:17:00;1,93831;1,93831;1,93822;1,93828;79,2
2025.11.03 03:18:00;1,93827;1,93829;1,93825;1,93827;95,04
2025.11.03 03:19:00;1,93828;1,93832;1,93827;1,93827;73,92
2025.11.03 03:20:00;1,93828;1,9383;1,93822;1,93822;89,76
2025.11.03 03:21:00;1,93821;1,93828;1,93821;1,93827;68,64
2025.11.03 03:22:00;1,93827;1,93827;1,9382;1,9382;79,2
2025.11.03 03:23:00;1,93822;1,93822;1,93816;1,93816;105,6
2025.11.03 03:24:00;1,93816;1,93823;1,93815;1,9382;73,92
2025.11.03 03:25:00;1,9382;1,93821;1,93814;1,9382;100,32
2025.11.03 03:26:00;1,93819;1,93823;1,93819;1,93821;79,2
2025.11.03 03:27:00;1,93822;1,93832;1,9382;1,93829;105,6
2025.11.03 03:28:00;1,93828;1,93838;1,93828;1,93838;68,64
2025.11.03 03:29:00;1,93837;1,93837;1,93832;1,93835;73,92
2025.11.03 03:30:00;1,93834;1,93834;1,9383;1,9383;47,52
2025.11.03 03:31:00;1,9383;1,93835;1,93828;1,93828;89,76
2025.11.03 03:32:00;1,93829;1,93831;1,93827;1,9383;63,36
2025.11.03 03:33:00;1,9383;1,93832;1,9383;1,93832;15,84
2025.11.03 03:34:00;1,93832;1,93834;1,93826;1,93829;84,48
2025.11.03 03:35:00;1,93828;1,93828;1,93825;1,93825;63,36
2025.11.03 03:36:00;1,93824;1,93826;1,93822;1,93822;58,08
2025.11.03 03:37:00;1,9382;1,9382;1,93817;1,93819;63,36
2025.11.03 03:38:00;1,93819;1,93821;1,93817;1,93817;52,8
2025.11.03 03:39:00;1,93818;1,93818;1,93802;1,93804;73,92
2025.11.03 03:40:00;1,93803;1,93803;1,93799;1,938;79,2
2025.11.03 03:41:00;1,93807;1,93816;1,93807;1,93815;137,28
2025.11.03 03:42:00;1,93817;1,93822;1,93815;1,93815;95,04
2025.11.03 03:43:00;1,93816;1,9382;1,93814;1,93816;95,04
2025.11.03 03:44:00;1,9382;1,9382;1,93813;1,93813;63,36
2025.11.03 03:45:00;1,93815;1,93819;1,9381;1,93816;121,44
2025.11.03 03:46:00;1,93816;1,93823;1,93816;1,93817;79,2
2025.11.03 03:47:00;1,93817;1,93817;1,9381;1,93812;79,2
2025.11.03 03:48:00;1,93811;1,93814;1,93811;1,93813;84,48
2025.11.03 03:49:00;1,93811;1,93814;1,93811;1,93813;73,92
2025.11.03 03:50:00;1,93813;1,93813;1,93809;1,93809;95,04
2025.11.03 03:51:00;1,93808;1,93817;1,93808;1,93817;68,64
2025.11.03 03:52:00;1,93817;1,93817;1,93809;1,93813;84,48
2025.11.03 03:53:00;1,93813;1,93814;1,93812;1,93814;36,96
2025.11.03 03:54:00;1,93815;1,93821;1,93811;1,93819;79,2
2025.11.03 03:55:00;1,9382;1,9382;1,93811;1,93811;42,24
2025.11.03 03:56:00;1,9381;1,9381;1,93806;1,93808;68,64
2025.11.03 03:57:00;1,9381;1,93811;1,93806;1,93808;73,92
2025.11.03 03:58:00;1,93808;1,93808;1,93806;1,93806;42,24
2025.11.03 03:59:00;1,93807;1,93807;1,93797;1,93797;63,36
2025.11.03 04:00:00;1,93798;1,93799;1,93793;1,93793;36,96
2025.11.03 04:01:00;1,93793;1,93793;1,9379;1,93793;63,36
2025.11.03 04:02:00;1,93793;1,93793;1,93786;1,93786;36,96
2025.11.03 04:03:00;1,93786;1,93786;1,9378;1,9378;68,64
2025.11.03 04:04:00;1,93779;1,93785;1,93778;1,93783;68,64
2025.11.03 04:05:00;1,93782;1,93785;1,9378;1,9378;36,96
2025.11.03 04:06:00;1,93779;1,93779;1,93762;1,93768;95,04
2025.11.03 04:07:00;1,93769;1,93769;1,93761;1,93764;100,32
2025.11.03 04:08:00;1,93763;1,93764;1,93759;1,93761;100,32
2025.11.03 04:09:00;1,9376;1,93764;1,9376;1,93761;79,2
2025.11.03 04:10:00;1,9376;1,93761;1,9376;1,9376;26,4
2025.11.03 04:11:00;1,93761;1,93761;1,93758;1,93761;63,36
2025.11.03 04:12:00;1,9376;1,93762;1,93758;1,93761;73,92
2025.11.03 04:13:00;1,9376;1,9376;1,93758;1,93758;42,24
2025.11.03 04:14:00;1,93758;1,93763;1,93757;1,93763;42,24
2025.11.03 04:15:00;1,93764;1,93776;1,93764;1,93775;68,64
2025.11.03 04:16:00;1,93775;1,93775;1,93773;1,93774;42,24
2025.11.03 04:17:00;1,93775;1,93775;1,93771;1,93772;84,48
2025.11.03 04:18:00;1,93774;1,9378;1,93774;1,93774;68,64
2025.11.03 04:19:00;1,93774;1,93777;1,93773;1,93777;42,24
2025.11.03 04:20:00;1,93776;1,93777;1,93773;1,93776;63,36
2025.11.03 04:21:00;1,93774;1,93779;1,93771;1,93771;52,8
2025.11.03 04:22:00;1,93769;1,93771;1,93769;1,93771;21,12
2025.11.03 04:23:00;1,93771;1,93771;1,9377;1,93771;26,4
2025.11.03 04:24:00;1,9377;1,93771;1,93767;1,93768;47,52
2025.11.03 04:25:00;1,9377;1,93773;1,9377;1,93771;36,96
2025.11.03 04:26:00;1,93773;1,93773;1,93773;1,93773;10,56
2025.11.03 04:27:00;1,93773;1,93774;1,93771;1,93774;26,4
2025.11.03 04:28:00;1,93773;1,93773;1,93765;1,93769;47,52
2025.11.03 04:29:00;1,93769;1,9377;1,93767;1,93768;47,52
2025.11.03 04:30:00;1,93767;1,9377;1,93765;1,9377;63,36
2025.11.03 04:31:00;1,93771;1,93776;1,93771;1,93775;42,24
2025.11.03 04:32:00;1,93775;1,93775;1,93774;1,93774;31,68
2025.11.03 04:33:00;1,93775;1,9378;1,93775;1,93777;68,64
2025.11.03 04:34:00;1,93777;1,93777;1,93766;1,93769;58,08
2025.11.03 04:35:00;1,93769;1,93769;1,93769;1,93769;21,12
2025.11.03 04:36:00;1,9377;1,9377;1,93767;1,93769;36,96
2025.11.03 04:37:00;1,93768;1,9377;1,93767;1,93769;36,96
2025.11.03 04:38:00;1,93768;1,9377;1,93766;1,93766;47,52
2025.11.03 04:39:00;1,93765;1,93766;1,93765;1,93765;15,84
2025.11.03 04:40:00;1,93765;1,93765;1,93764;1,93764;31,68
2025.11.03 04:41:00;1,93764;1,93764;1,93764;1,93764;15,84
2025.11.03 04:42:00;1,93764;1,93764;1,93764;1,93764;26,4
2025.11.03 04:43:00;1,93764;1,93765;1,93763;1,93764;52,8
2025.11.03 04:44:00;1,93764;1,93767;1,93764;1,93764;58,08
2025.11.03 04:45:00;1,93764;1,93764;1,93763;1,93763;26,4
2025.11.03 04:46:00;1,93763;1,93763;1,93761;1,93762;31,68
2025.11.03 04:47:00;1,93762;1,93762;1,9376;1,9376;31,68
2025.11.03 04:48:00;1,93761;1,93761;1,93758;1,93759;47,52
2025.11.03 04:49:00;1,93758;1,93758;1,93758;1,93758;5,28
2025.11.03 04:50:00;1,93759;1,93759;1,93758;1,93759;21,12
2025.11.03 04:51:00;1,93759;1,9376;1,93759;1,93759;21,12
2025.11.03 04:52:00;1,9376;1,9376;1,9376;1,9376;10,56
2025.11.03 04:53:00;1,93759;1,93759;1,93759;1,93759;15,84
2025.11.03 04:54:00;1,9376;1,93762;1,93758;1,93761;63,36
2025.11.03 04:55:00;1,93762;1,93762;1,9376;1,93761;31,68
2025.11.03 04:56:00;1,93761;1,93761;1,93758;1,9376;58,08
2025.11.03 04:57:00;1,93761;1,93761;1,93759;1,9376;26,4
2025.11.03 04:58:00;1,9376;1,93761;1,93757;1,93759;63,36
2025.11.03 04:59:00;1,9376;1,93761;1,93759;1,93759;42,24
2025.11.03 05:00:00;1,93758;1,93761;1,93756;1,9376;58,08
2025.11.03 05:01:00;1,93761;1,93771;1,93761;1,93768;84,48
2025.11.03 05:02:00;1,93768;1,93771;1,93767;1,9377;42,24
2025.11.03 05:03:00;1,93769;1,9377;1,93769;1,93769;47,52
2025.11.03 05:04:00;1,93769;1,93769;1,93768;1,93768;21,12
2025.11.03 05:05:00;1,93769;1,93772;1,93768;1,93772;68,64
2025.11.03 05:06:00;1,93772;1,93788;1,93772;1,93787;137,28
2025.11.03 05:07:00;1,93787;1,9379;1,93784;1,9379;63,36
2025.11.03 05:08:00;1,93789;1,93797;1,93789;1,93795;79,2
2025.11.03 05:09:00;1,93795;1,93796;1,93793;1,93793;63,36
2025.11.03 05:10:00;1,93792;1,93795;1,93788;1,93788;105,6
2025.11.03 05:11:00;1,9379;1,9379;1,93788;1,9379;73,92
2025.11.03 05:12:00;1,93791;1,93792;1,93787;1,93788;73,92
2025.11.03 05:13:00;1,93788;1,93788;1,93782;1,93784;63,36
2025.11.03 05:14:00;1,93783;1,93784;1,93782;1,93783;58,08
2025.11.03 05:15:00;1,93783;1,93784;1,93782;1,93784;42,24
2025.11.03 05:16:00;1,93783;1,93784;1,93782;1,93784;36,96
2025.11.03 05:17:00;1,93785;1,93791;1,93784;1,93791;89,76
2025.11.03 05:18:00;1,93789;1,9379;1,93786;1,93789;58,08
